title,bag_of_words
Liefling,Liefling brianwebber likaberningbobbyvanjaarsveldmarleevandermerwe comedies international movies music & musicals fateadventurehandsomebeauattentionlovingyoungwomancatcheslovefriendsmusicalcelebration  
Life After Beth,Life After Beth jeffbaena aubreyplazadanedehaanjohnc.reilly comedies horror movies independent movies firstshatteredbethlifeinexplicablycomesbackoverjoyedzachbelovedgirlfriendfollowingdeath  
Life in a ... Metro,Life in a ... Metro anuragbasu dharmendrairrfankhankonkonasensharma dramas international movies music & musicals mumbaicenterscenterexecutiveeageryoungcallgrouplovecomerssearchsuccessensembledramastruggle  
Life Ki Toh Lag Gayi,Life Ki Toh Lag Gayi rakeshmehta kaykaymenonranvirshoreymanurishichadha action & adventure comedies dramas mumbaiunexpectedways24hoursvengefulsoncopjiltedloverfindwannabeactresslivesinterminglingmission  
Life of An Outcast,Life of An Outcast pawankshrivastava ravibhushanbhartiyashalinimohanbhaskarjha dramas independent movies international movies bailhighlightsruralindia’enduringcasteismpoorfatherauthoritiesjailsonstrugglerejectingreligiousbias  
Life's Speed Bump,Life's Speed Bump waelehsan ahmedhelmynourezzatabouaouf comedies international movies wealthybusinessmanseekingjobopportunitiescairofamilybecomesincreasinglyinvolvedyoungmanarrives  
Lifechanger,Lifechanger justinmcconnell loraburkejackfoleybilloberstjr. horror movies independent movies thrillers inhabitdievictimsnewbodiesspeedsfinallyfaceskillmortalityshapeshifterneed  
Lifeline,Lifeline johnnieto lauchingwanalexfongcarmanlee action & adventure international movies characterharrowingrescuemissionsnavigatepersonaldilemmasjohnniecentereddramafollowstakehongkongfirefightingcrew  
Light in the Dark,Light in the Dark ekenesommekwunye ritadominicjokesilvangozinwosu dramas international movies terrifyinghomeinvasionshattersbrinkmarriagecouplebringshappyfamilylifepainfulfalloutunfolds  
Like Arrows,Like Arrows kevinpeeples micahlynnhansonalanpowellelizabethbecka dramas faith & spirituality god50yearsfamilysetbacksblessingscoupleenjoyslearnscenterparentinglives  
Like Father,Like Father laurenmillerrogen kristenbellkelseygrammersethrogen comedies dramas caribbeanhoneymooncruisealtarestrangedfatherleftworkaholicadvertisingexecutiveends  
Like Water for Chocolate,Like Water for Chocolate alfonsoarau marcoleonardilumicavazosreginatorné classic movies dramas international movies foodcooking–sisterpreparestitathrowsemotionspedromarriestransferdiscovers  
Lil Peep: Everybody’s Everything,"Lil Peep: Everybody’s Everything sebastianjones,ramezsilyan lilpeep documentaries music & musicals massivefollowingrisebendingmusicattractedlifeintimateportraitdepictsultimatelydefinedwhosegenreartistlilpeep  "
Lila & Eve,Lila & Eve charlesstoneiii violadavisjenniferlopezandreroyo dramas thrillers meethelpmurdersupportgroupinitiatepoliceloseschildinvestigationtwowomen  
Lilli,Lilli prasobhvijayan samyukthamenonaaryanmenondhaneshanand dramas international movies thrillers brutalizedwomanimprisonedmaternalinstinctskickinggivebirthfindsabductedviciousgang  
Lincoln,Lincoln stevenspielberg danielday-lewissallyfielddavidstrathairn dramas abrahamlincolntoweringlegacyunionstewardshipcivilwaryearsdirectorstevenspielbergtakesfocusing  
Line Walker,Line Walker jazzboon nickcheunglouiskoofrancischun-yung action & adventure dramas international movies rivaltriadspathshongkongintelligenceofficertaskederasedfindsfindingundercoveragentswhoseidentities  
Lingua Franca,Lingua Franca isabelsandoval eamonfarrenlevgornpjboudousqué dramas international movies lgbtq movies undocumentedtranswomanseekinglegalstatusgrandsoncaresusbecomesromanticallyinvolvedelderly  
Lion's Heart,Lion's Heart karimelsobky mohamedramadanhassanhosnyhoreyafarghaly action & adventure international movies raisedgetsentangledyoungliontamer’kidnappedtoughsideemergeschildcircusunderworldmurdermystery  
Lionheart,Lionheart genevievennaji genevievennajinkemowohpeteedochie comedies dramas independent movies dominatedworldmalefamilybusiness–alongsideuncleadaezestepsprovefatherfallsillrun  
Liss Pereira: Reteniendo líquidos,Liss Pereira: Reteniendo líquidos fernandoayllón lisspereira stand-up comedy modernrelationshipsliesattractiontelllovesexpregnantlisspereirashareshilariouslyuncomfortabletruths  
Listen,Listen philippearactingi hadibouayashrubazarouryarabounassar dramas independent movies international movies modelsoundengineerfallsunfortunateaccidenttriggeringfightslovesensessave  
Listen Up! The Lives of Quincy Jones,Listen Up! The Lives of Quincy Jones ellenweissbrod quincyjonesmilesdavisraycharles documentaries music & musicals bestonesteeringclearlifecomposerrespectedmenmusicianaffectingdocumentarypaystributemusicindustryconventionproducerquincyjonesknownwork  
Little Boxes,Little Boxes robmeyer melanielynskeynelsanellisarmanijackson comedies dramas independent movies washingtonstateadjustsmalltownnewyorkcitymovinglifepreteensonstruggleinterracialcouple  
Little Dragon Maiden,Little Dragon Maiden huashan lesliecheungjing-jingyungchenkuan-tai action & adventure international movies romantic movies womanpaststandsimproveunionloveyoungmanfallsseekingmysticalpowerscombatskillsway  
Little Evil,Little Evil elicraig adamscottevangelinelillybridgeteverett comedies horror movies horrorboycomedydemonrecentlymarriedmanfearwantsbondstepsonbegins  
Little Lunch: The Halloween Horror Story,Little Lunch: The Halloween Horror Story timbartley flynncurryoliviadeeblemadisonlu children & family movies comedies boyleavesbehindclassputsonestudenthitsclosefriendsscarynewplacehomehalloweenplay  
Little Lunch: The Nightmare Before Graduation,Little Lunch: The Nightmare Before Graduation robynbutler flynncurryoliviadeeblemadisonlu children & family movies comedies classmatemightgonshastudentsexcitedmrsmovediscoverprimaryschool–end  
Little Men,Little Men irasachs gregkinnearjenniferehlepaulinagarcía dramas independent movies mothertonybecomefriendsfriendshiptesteddadraisesinheritsshopjakehomerent  
Little Miss Sumo,Little Miss Sumo mattkay hiyorikon documentaries international movies sports movies ancientsporttraditionallyreservedmenrevolutionizejapan’oldfemalesumoprodigyhiyoriattemptsyear20nationalpastime  
Little Monsters,Little Monsters richardgreenberg fredsavagehowiemandeldanielstern children & family movies comedies facescreaturesfearsbrianknowsconfrontshilariouslyweirdnewfriendsbedmakeshowever  
Little Nicky,Little Nicky stevebrill adamsandlerpatriciaarquetteharveykeitel comedies sweetsonnickydevilsendspowerearthplansoustdearolddadbringbackschemingsiblings  
Little Singham: Kaal Ka Badla,Little Singham: Kaal Ka Badla prakashsatam anamayavermaarushitalwarganeshdivekar children & family movies comedies badderdemonkaalsucceeddestroyingbackever—littlesingham’bestkidcoptimeworldbiggestenemy  
Little Singham: Mahabali,Little Singham: Mahabali prakashsatam saumyadaansonalkaushalanamayaverma children & family movies comedies ultimatewarriorzombieking’timetitlelittlesinghamviesfightsarmyjourneybackancientcitymirchigadh  
Little Sister,Little Sister zachclark addisontimlinallysheedykeithpoulson comedies dramas independent movies iraqwarfaithtestedformergothstudyingreturnshomevisitdisfigurednunfindsbecomebrother  
"Live Twice, Love Once","Live Twice, Love Once mariaripoll oscarmartínezinmacuestamafaldacarbonell comedies dramas international movies questchildhoodcrushfamilyembarkdiagnosedoscarmartínezemilioalzheimerdiseasereunite  "
Living in Bondage: Breaking Free,Living in Bondage: Breaking Free ramseynouah swankyjkakennethokonkworamseynouah horror movies international movies thrillers ambitiousyoungmanfacescrisisrisementoreddeepoccultenigmatictycoonpowerdraws  
Lizzie Borden Took an Ax,Lizzie Borden Took an Ax nickgomez christinariccicleaduvallgregghenry thrillers madescandaltvdramachroniclesaxingenduringmysterysurroundinglizziebordentriedparents1892death  
Lo and Behold: Reveries of the Connected World,Lo and Behold: Reveries of the Connected World wernerherzog wernerherzog documentaries ponderssocialinfluencebirthfilmmakerwernerherzogpresentssorrowsinternetjoys1969startinghistory  
Lo más sencillo es complicarlo todo,Lo más sencillo es complicarlo todo renebueno dannapaolamarjoriedesousaalosianvivancos comedies international movies romantic movies elaborateplantvnewshostengagedpinesbestfriendlauncholdlearnsmarriageyearprevent17  
Lock,Lock smeepkang gippygrewalgurpreetguggismeepkang dramas international movies butterbenefactorgoeshorriblywrongmovingpunjabdreamsdubaiwoulddisillusionedrickshawdriverplan  
Lock Your Girls In,Lock Your Girls In fouadel-mohandes fouadel-mohandessanaayounessherihan comedies international movies romantic movies realgoalsecretlovethreeproblematicdaughterspursuemarryingwidowerbelievesmustmarry  
"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels guyritchie jasonflemyngdexterfletchernickmoran action & adventure comedies independent movies swimmingfourshiftlessladsbundlehopingmakelondonstakespokergamedebteastendinsteadfindhigh  "
Locke,Locke stevenknight tomhardyoliviacolmanruthwilson dramas independent movies serieslondoncontrolviaphonecallsmadelifespins90minutesspacedrivesivanlockehighway  
Locked on You,Locked on You kıvançbaruönü atademirerdemetakbağgoncavuslateri comedies international movies beautifulislandchattynaturelandsfindsunluckymeatballsellerfleesistanbulnewlifetrouble  
Lockout,"Lockout jamesmather,stevesaintleger guypearcemaggiegracejosephgilgun action & adventure international movies sci-fi & fantasy outerspacecrimegetsfreedomgovernmentagentwronglyaccusedshotriskrescuemissionengineerhigh  "
Loco Love,"Loco Love fernandosariñana,joséluisgutiérrez evandeverianmelanybennetjordant.wilson dramas independent movies international movies tornapartcaucasiancommunitiesarizonayoungmanthreatenedtensionslovewomanfalllatino  "
Loev,Loev sudhanshusaria shivpanditdhruvganeshsiddharthmenon dramas independent movies international movies hikingtripleads’truefeelingsdisenchantedwallstreethotshotupendedexplorelivesoldpalboyfriend  
Logan's Run,Logan's Run michaelanderson michaelyorkrichardjordanfarrahfawcett action & adventure classic movies cult movies pleasures–oneageworldfilled23rdcenturyinhabitantslifedomedcityexist30livepastallowed  
Lola Igna,Lola Igna eduardoroyjr. angieferroyvesfloresmeryllsoriano comedies international movies elderlywomanfindslifedisruptedfamilyworldrecordoldestgrandmotheralivechancevillagerealize  
Lolita,Lolita stanleykubrick jamesmasonshelleywinterspetersellers classic movies dramas romantic movies getcloserblackcomedylandladyforbiddenobsessionenglishprofessormarriesteenagedaughter  
Lommbock,Lommbock christianzübert lucasgregorowiczmoritzbleibtreulouishofmann comedies international movies badhabitscomplicatethingsstefanreturnsgrabdocumentsfreedubaifindinglovegermanyweddingoldbuddykaidrug  
London Heist,London Heist markmcqueen craigfairbrassjamescosmomemferda action & adventure nothinghiddenmotivebehindfathercareercriminalgraduallyuncoversheistgonewrongmurder–money  
London Hughes: To Catch a D*ck,London Hughes: To Catch a D*ck kristianmercado londonhughes stand-up comedy unfilteredtalesbawdycomedianacclaimedbreakoutspecialfilledpasttelevisionpresenterlondonhughesrevisitswildstories  
London Spy,London Spy jakobverbruggen benwhishawjimbroadbentedwardholcroft british tv shows crime tv shows international tv shows bankerloverdisappearstruthdangerousworldfindpartyingyoungbritishhedonistplungeshardespionagereclusive  
Long Time Running,"Long Time Running jenniferbaichwal,nicholasdepencier gorddowniepaullangloisgordsinclair documentaries international movies music & musicals maketragicallyhipdocumentaryfollowswayacrosscanadaonelasttimebelovedrockband2016tour  "
Look for a Star,Look for a Star andrewlauwai-keung andylauqishuzhanghanyu comedies international movies romantic movies realestatebillionairetriesoutspokencroupierwoolosingkeepingtalksgamblersidentitysecretmoney  
"Look Out, Officer","Look Out, Officer szeyulau stephenchowbilltungstanleysui-fanfung action & adventure comedies international movies jobreturnssolverookiecopmurderghostearthseekjusticeofficerkilledhelpfunkymagic  "
Look Who's Back,Look Who's Back davidwnendt olivermasuccifabianbuschchristophmariaherbst comedies international movies becomesbrilliantcomedianformerbunker70yearslatermistakensiteadolfhitlerreawakensmediaphenomenon  
Lorai: Play to Live,Lorai: Play to Live parambratachatterjee prasenjitchatterjeepayelsarkarindrasishroy dramas international movies sports movies retiredalcoholicsoccerplayerestablishpoliticallytroubledareagovernmentinitiativeteamsent  
"Lorena, Light-Footed Woman","Lorena, Light-Footed Woman juancarlosrulfo lorenaramírez documentaries international movies sports movies lorenaramírezstrapsrarámuricommunitylivespastorallife–exceptsandalsmexicocompeteultramarathonrunner  "
Los Herederos,Los Herederos jorgehernandezaldana máximohollandersebastiánaguirreúrsulapruneda dramas international movies boredompathsintersectingpeerpressurefindgroupparentssuburbanteensbecomesincreasinglyviolentspurred  
Los Tigres del Norte at Folsom Prison,Los Tigres del Norte at Folsom Prison tomdonahue lostigresdelnorte documentaries international movies music & musicals inmatesiconicconcertfolsomprisonbelovednorteñobandlostigresdelnorteperforms50thanniversaryjohnnycash  
Lost Bullet,Lost Bullet guillaumepierret albanlenoirnicolasduvauchelleramzybedia action & adventure dramas international movies murderchargecriminalpastmusttrackfacingmissingcarcontainingsinglebulletinnocencegeniusmechanicproof  
Lost Girls,Lost Girls lizgarbus amyryangabrielbyrnethomasinmckenzie dramas unsolvedmurdersstringmotherfightsmissingdaughterhelpsexposefindbasedtruth—uncoverdesperatetruestory  
Lost in London,Lost in London sunkanmiadebayo imebishopumohalexxekubostanleychibunna comedies international movies nigerianstudentsokonreally–exchangeprogrambonaexperiencecultureshockseveralshockslondonselected  
Loudon Wainwright III: Surviving Twin,Loudon Wainwright III: Surviving Twin christopherguest loudonwainwrightiii music & musicals heartfeltstoriesuniquerelationshipfatherwinningsingerloudonwainwrightiiireflectsuponeveningoriginalsongsgrammy  
Louis C.K. 2017,Louis C.K. 2017 louisc.k. louisc.k. movies religionemailfightseternalloveliveperformancekcmusesgivingdogsdrugswashingtonteacherslouis  
Louis C.K.: Hilarious,Louis C.K.: Hilarious louisc.k. louisc.k. movies milwaukeeparentingemmyuniqueofferingkwinningcomedywriterlouiscsexbringsuncensoredtakecausticwit  
Louis C.K.: Live at the Comedy Store,Louis C.K.: Live at the Comedy Store louisc.k. louisc.k. movies deadpetsfindingbattrademarkhilariousseeingratscomicputsthoughtsexkitchenbostonaccentsprovokingspin  
Love Aaj Kal,Love Aaj Kal imtiazali kartikaaryansaraalikhanrandeephooda dramas international movies romantic movies personalfeelingsbygonedecademayofferlovestoryprofessionalambitionsclashmodernwisdomdaycouple  
Love and Shukla,Love and Shukla jatlasiddartha saharshkumarshuklataneearajawathimasingh dramas independent movies international movies shynewwifebuildintimacysexuallyinexperiencedrickshawdriverstrugglestinyovercrowdedquarters  
Love Beats Rhymes,Love Beats Rhymes rza azealiabankslucienlaviscountjillscott dramas romantic movies newvoicecollegepoetrycourseenrollingstrugglingrapperfindsinspirationslam  
